"pollnum","pollname","ngroups","nindices","freqdis","extdis","freqgrp","extgrp","freqdis_se","extdis_se","freqgrp_se","extgrp_se"
"1","UK EU","16","4","0.453125","-0.000895647321428587","0.453125","-0.0133217948607425","0.0627166384312099","0.0328709670034933","0.0627166384312099","0.0339632084685248"
"2","UK Health","15","11","0.611940298507463","0.0598302386875148","0.582089552238806","0.0163744524485855","0.0578958473972492","0.0112040637966604","0.0526860912213065","0.00804047424497128"
"3","UK Monarchy","15","4","0.633333333333333","0.0311913242279303","0.55","0.00463123845767894","0.0693888557050449","0.0188794880311422","0.0647681654382559","0.0114897196619715"
"4","UK General Election","15","4","0.633333333333333","0.0278748326170733","0.466666666666667","-0.00598550782745887","0.09622504497888","0.0164733977769528","0.112216722937969","0.0180496082016512"
"5","Australia Republic Referendum","24","5","0.3125","-0.0769503066378066","0.3125","-0.110325355344887","0.187500043614532","0.104663846635912","0.187500043614532","0.0993928089715056"
"6","UK Crime","20","5","0.53","0.00672044593738993","0.484536082474227","-0.00189331457281325","0.0583095189034225","0.00704737318216533","0.0680839283133503","0.00630155284021429"
"7","Tomorrow's Europe (EU)","18","7","0.528","0.0218984402634403","0.476190476190476","-0.0165024119036107","0.044830864943841","0.0121880752330985","0.0446706262840327","0.0132979346778111"
"8","Central Power & Light","16","7","0.645833333333333","0.0713710147040054","0.585106382978723","0.0202381740845837","0.0490684418776885","0.0176213114120343","0.0510909902601862","0.0101356774997216"
"9","Zeguo Township","16","9","0.608391608391608","0.0491741236550749","0.5703125","0.0205494242404041","0.083067001141756","0.0108493541232994","0.0439269393733127","0.0100198268694535"
"10","Bulgarian National","17","5","0.571428571428571","0.0483796963564756","0.450495049504951","-0.0177938362152278","0.0354384955969167","0.0170667520972082","0.0350939931839402","0.0128820881506879"
"11","Europolis","25","2","0.551020408163265","0.0370044099891039","0.551020408163265","0.00405449742334495","0.071792077956481","0.0221787027957734","0.071792077956481","0.0172323545037768"
"12","New Haven, CT","16","3","0.366666666666667","-0.0342268514633179","0.40625","-0.0438507585436611","0.0894855453983996","0.0265255396494637","0.0937499719622469","0.0222656193413021"
"13","National Issues Convention 2","24","9","0.568720379146919","0.026646724971496","0.511627906976744","-1.52229737368219e-05","0.0341758414735923","0.00872217121747499","0.0341700524575276","0.00812394353815515"
"14","By the People: National","15","9","0.604477611940298","0.023762697220783","0.522388059701492","0.00426194841772932","0.0423984349089825","0.00810233955996027","0.0461400145258423","0.00728577193850075"
"15","By the People 2004 US General Election","15","6","0.555555555555556","0.0107146038452524","0.488888888888889","-0.0136167709648615","0.0526717181266642","0.0106863500067585","0.0529868059907345","0.0077522446655979"
"16","By the People 2004 US Presidential Primaries","16","3","0.645833333333333","0.0462748817048371","0.625","0.0269443816749503","0.0697613925552877","0.0168306010327113","0.070616585358254","0.0171331645487621"
"17","San Mateo, CA","26","7","0.59","0.0924100510992464","0.51","0.000564568969789202","0.0737111553858191","0.0388005140976656","0.0806225790058345","0.0265963951157146"
"18","By the People: Health and Education","30","11","0.515432098765432","0.0207976512861106","0.46417445482866","-0.00305239295849127","0.0283917561455987","0.00598661347801238","0.0278790092583771","0.00432212310821835"
"19","West Texas Utilities","14","7","0.583333333333333","0.0481996248625713","0.542168674698795","0.00663540796681163","0.0675536212870768","0.0156397569200993","0.0733282520607867","0.0140934634803613"
"20","National Issues Convention","30","9","0.598513011152416","0.046517216777322","0.520754716981132","0.00256426656939935","0.0299436776419113","0.00806750295807963","0.0369808147400671","0.00712625759577956"
"21","Southwestern Electric Power","14","7","0.595238095238095","0.0530639239822913","0.530120481927711","0.0132338430686867","0.0538773378399109","0.0171445141183069","0.0812209920099304","0.0202285743369488"
NA,"Mean","18.9047619047619","6.38095238095238","0.557270284362998","0.0290361474650174","0.504924538200978","-0.00506215061159653","0.0108813276444781","0.00255630580029287","0.0111174047468222","0.00210736555749644"
NA,"Weighted Mean (By Indices and Groups)","20.9762093414808","7.56926320904579","0.559923656656612","0.0326154572536651","0.504340098815579","-0.00373463361584318","0.0147389576840541","0.00610329798394387","0.0148572570392883","0.00544076157337822"
NA,NA,NA,NA,NA,NA,NA,NA,"4.6209755193316e-05","7.82552100897504e-08","0.771590255652238","0.499611383817965"
"","Precision Wtd Mean","","","0.567607229354394","0.0293108493679747","0.507294736929699","0.000998526550702993","0.0175711594425355","0.00409883665301119","0.0167016793742387","0.00339018966429923"
